age,income,debt_to_income,credit_history_months,num_open_accounts,num_delinquencies,utilization,default
36,101778,0.5136,46,5,0,0.1892,0
47,53246,0.1693,63,1,0,0.346,1
27,42178,0.1567,108,4,0,0.5671,1
53,74779,0.6641,20,2,0,0.5839,0
55,70440,0.3913,129,1,0,0.511,0
38,75331,0.092,30,2,0,0.2618,0
22,90624,0.286,82,4,0,0.52,0
36,41772,0.4527,49,2,0,0.3129,0
34,122711,0.6083,39,1,0,0.2045,0
21,51719,0.1343,135,3,1,0.242,0
49,99721,0.4143,73,2,1,0.2789,0
38,38353,0.1018,107,1,0,0.232,0
58,65298,0.1153,129,6,0,0.4522,0
21,110950,0.4334,104,9,2,0.341,1
42,132224,0.1755,67,3,2,0.0825,0
48,80588,0.2192,77,3,1,0.3753,0
39,243012,0.2834,127,3,0,0.3234,0
44,38499,0.1468,69,4,0,0.4201,0
26,63541,0.5776,88,4,0,0.1567,0
56,86293,0.0425,90,0,0,0.3564,0
31,62335,0.0897,59,2,1,0.1001,1
21,162848,0.1359,42,7,2,0.4047,0
61,100566,0.3141,156,1,0,0.2895,0
46,72314,0.5558,24,8,0,0.7054,1
38,103013,0.2439,53,4,1,0.1968,0
38,63491,0.1607,31,4,0,0.3429,0
61,89757,0.3303,110,3,0,0.3251,0
33,81639,0.4129,140,4,1,0.614,0
53,118563,0.2378,69,2,2,0.3635,0
41,86338,0.187,49,3,2,0.2097,1
31,67194,0.2335,62,7,1,0.6035,1
34,101033,0.1112,56,6,0,0.3937,0
44,89852,0.4876,59,5,1,0.375,0
47,112248,0.3137,83,7,1,0.2082,0
30,44603,0.4311,116,6,1,0.1771,0
21,64977,0.1948,98,2,3,0.6924,1
35,35750,0.1599,116,2,2,0.3954,0
26,124539,0.1448,39,3,0,0.3775,0
53,36520,0.3208,146,6,0,0.1694,0
28,69211,0.2461,61,3,0,0.0891,0
41,138817,0.2747,69,1,0,0.0622,0
35,141175,0.2487,72,5,1,0.316,0
42,138599,0.4723,42,5,0,0.0388,0
21,74152,0.4859,101,8,1,0.521,0
35,49591,0.4975,91,5,3,0.1194,0
29,51359,0.7863,115,5,0,0.0804,1
21,50358,0.4204,39,7,0,0.3519,1
35,100773,0.2517,99,3,0,0.4672,0
57,160540,0.5118,47,5,0,0.1309,0
34,41104,0.4849,73,7,0,0.2036,0
42,51214,0.236,175,4,0,0.1245,0
40,96946,0.4248,68,7,1,0.6131,0
30,54661,0.1788,97,3,0,0.2952,0
58,81234,0.4946,54,3,0,0.3964,0
47,86725,0.4983,50,2,1,0.3087,0
60,85251,0.7442,122,4,0,0.3486,0
21,149487,0.3213,161,5,0,0.5263,1
37,165197,0.4863,97,5,0,0.6195,0
42,42669,0.3741,139,5,0,0.4494,0
52,63159,0.2194,48,4,0,0.5196,0
46,100286,0.7058,40,4,0,0.495,0
27,57462,0.5766,118,3,1,0.3717,1
38,82723,0.4419,117,3,0,0.3249,0
64,58089,0.6247,116,3,2,0.4168,1
43,40646,0.3233,126,7,2,0.1281,0
41,81007,0.1205,123,4,1,0.2125,0
37,83970,0.5468,94,2,0,0.2366,0
42,92174,0.0972,51,5,1,0.2434,0
31,56416,0.2699,64,2,2,0.8368,1
47,30000,0.1643,70,4,0,0.3236,1
45,43091,0.2565,113,2,0,0.5366,0
44,64003,0.0469,75,12,0,0.3272,0
38,141491,0.141,74,1,2,0.6857,0
38,139362,0.6852,92,5,0,0.0971,1
48,93392,0.1504,24,2,1,0.2729,0
21,76879,0.4864,78,5,1,0.3121,0
33,65868,0.3073,106,3,0,0.2212,1
30,109446,0.5174,0,8,0,0.4003,1
49,240431,0.2675,97,3,1,0.1987,0
21,117297,0.4395,48,3,1,0.642,0
49,48057,0.6383,90,9,0,0.1432,0
31,127019,0.0768,21,6,0,0.307,0
21,66751,0.2567,103,4,0,0.1928,1
33,53133,0.0745,34,6,0,0.1375,0
25,138453,0.4195,73,2,0,0.2806,0
25,39841,0.2178,61,3,1,0.4861,1
36,117239,0.1694,107,4,1,0.3121,0
59,34088,0.6721,16,10,1,0.4941,1
22,181893,0.5691,113,6,0,0.3702,0
29,110667,0.1208,106,4,0,0.2907,0
47,123652,0.1891,80,2,0,0.133,0
21,167001,0.2802,139,5,3,0.1264,0
40,97128,0.202,55,0,0,0.6844,0
60,87040,0.0907,93,4,1,0.3461,0
40,112158,0.2795,131,5,1,0.1442,0
69,62640,0.2141,4,4,0,0.6694,0
41,196296,0.3226,43,4,1,0.5824,0
28,48423,0.658,80,4,0,0.3446,1
36,96085,0.3735,77,4,0,0.1879,0
49,30000,0.4867,97,5,0,0.06,0
21,34417,0.614,108,2,0,0.1125,1
40,77239,0.1495,65,4,0,0.1804,0
44,137508,0.5068,113,5,0,0.2188,0
35,44723,0.3346,40,2,0,0.1742,0
37,126021,0.2984,86,2,0,0.1283,0
40,99568,0.2537,7,5,0,0.4683,1
21,259230,0.124,161,5,0,0.1375,0
27,63149,0.2798,82,3,0,0.1137,0
54,100046,0.8512,138,7,0,0.1299,0
38,122545,0.5161,50,5,0,0.0321,0
34,77695,0.5145,108,2,0,0.2528,0
37,85047,0.1336,36,6,1,0.7079,0
32,58788,0.4934,126,3,2,0.2971,1
55,62069,0.5588,94,3,0,0.6769,0
41,30000,0.7962,105,4,0,0.0941,1
49,396880,0.3051,92,5,0,0.2854,0
43,97017,0.4871,97,2,2,0.3864,0
28,168811,0.4625,103,3,1,0.2771,0
21,54281,0.1899,123,2,1,0.3651,0
29,45641,0.4041,77,4,1,0.4093,0
39,48150,0.5616,116,3,1,0.5917,1
26,122825,0.5687,125,3,1,0.4607,0
38,73606,0.1808,92,2,0,0.3662,0
22,86945,0.2966,0,6,0,0.3926,0
21,65575,0.0778,146,4,2,0.201,0
30,32047,0.5008,103,5,0,0.1633,0
39,49596,0.3021,148,2,1,0.6645,1
50,42658,0.1228,125,1,2,0.2291,0
46,209506,0.4895,100,2,1,0.7466,0
56,56690,0.4427,86,2,2,0.281,0
48,65456,0.5521,0,4,1,0.5143,1
23,39011,0.6626,84,9,0,0.4071,1
35,99607,0.3288,32,4,0,0.148,0
22,118048,0.2931,90,2,0,0.3479,0
33,35734,0.6729,114,5,1,0.5543,1
23,70142,0.4254,12,7,2,0.0623,1
40,68805,0.5138,11,1,1,0.3056,0
36,85935,0.2052,86,5,0,0.2933,0
46,106800,0.2642,95,2,1,0.3074,0
32,130870,0.5695,115,4,0,0.293,0
32,47588,0.46,54,3,0,0.2684,1
51,37950,0.2058,153,6,1,0.461,0
21,84012,0.1642,100,4,0,0.3718,0
58,105961,0.3261,49,4,0,0.6891,0
21,57081,0.447,59,2,1,0.1337,0
34,97371,0.6013,77,3,0,0.3749,0
34,75116,0.6188,112,6,0,0.3587,0
38,91141,0.4502,95,3,1,0.4146,1
27,104586,0.4064,106,11,0,0.5435,0
37,30000,0.4136,132,4,1,0.4547,1
22,39721,0.578,95,5,0,0.3572,1
53,97174,0.1311,73,2,1,0.0232,0
64,88118,0.1561,46,3,1,0.2274,0
39,102258,0.1718,153,4,0,0.5751,0
52,72156,0.1409,94,3,0,0.3265,0
40,66874,0.44,92,5,0,0.2688,0
38,222191,0.4144,94,3,0,0.0863,0
35,93015,0.4619,92,2,0,0.272,0
30,152263,0.2669,17,2,1,0.412,1
25,88419,0.5879,106,2,0,0.4641,0
48,32313,0.0956,57,8,1,0.3759,1
36,40076,0.7252,117,3,0,0.15,0
38,130757,0.5901,9,6,2,0.1452,0
46,42809,0.3619,38,3,0,0.1207,0
48,86415,0.4327,85,3,0,0.2799,0
58,74691,0.3005,123,3,0,0.6064,0
60,74294,0.6406,96,3,0,0.0501,0
44,53229,0.294,75,3,0,0.2503,0
52,31079,0.0366,62,3,1,0.6247,1
23,57959,0.4743,107,5,1,0.1918,1
29,63591,0.1469,99,4,0,0.0982,0
38,105325,0.3963,127,6,1,0.0969,0
39,54280,0.1753,102,4,0,0.3113,0
58,91136,0.4694,37,3,0,0.1362,0
46,60521,0.5399,107,7,0,0.454,1
35,65052,0.1644,53,5,0,0.4564,0
28,65860,0.084,80,5,1,0.0732,0
23,166508,0.0663,79,5,0,0.5045,0
37,36900,0.2264,56,2,0,0.4517,1
32,72401,0.3592,111,3,2,0.237,0
43,100459,0.5136,41,4,0,0.2097,0
21,92416,0.1365,153,5,0,0.2384,0
48,125458,0.1702,123,7,0,0.5106,0
30,44492,0.1932,37,3,0,0.2979,1
22,39460,0.361,182,4,0,0.2006,0
55,54047,0.2262,93,5,1,0.2569,0
44,96017,0.3249,59,4,0,0.499,0
43,30000,0.2408,104,4,0,0.2956,0
37,74771,0.2525,119,7,2,0.2545,0
36,161358,0.2698,89,1,1,0.31,0
32,53042,0.4704,71,5,0,0.1106,0
61,36375,0.4103,52,4,2,0.0457,1
34,113241,0.4937,41,1,1,0.2594,0
38,99756,0.0361,44,2,0,0.1523,0
33,73162,0.5903,162,3,0,0.2317,1
27,52919,0.1278,20,3,1,0.3712,1
42,84072,0.2671,96,4,0,0.6613,0
40,72827,0.2121,73,5,0,0.1081,0
47,68076,0.0878,45,3,0,0.0363,0
38,131438,0.3366,73,5,2,0.3621,0
21,116503,0.145,87,2,0,0.4262,0
37,155191,0.5286,56,4,0,0.3552,0
35,68303,0.2794,48,2,1,0.2131,0
47,84863,0.2255,17,0,1,0.3386,1
42,121206,0.279,57,3,0,0.2024,0
44,39271,0.8309,74,3,0,0.6888,1
21,87734,0.2131,22,5,0,0.3774,0
34,81811,0.1647,43,3,0,0.1617,0
36,49210,0.2457,42,4,1,0.1308,1
32,91751,0.4111,91,2,3,0.6047,1
23,63878,0.2457,88,1,0,0.3794,0
54,130507,0.707,108,4,1,0.4397,0
40,42637,0.4433,201,2,0,0.3361,0
43,93967,0.3188,30,2,0,0.5085,0
37,38508,0.7437,64,2,0,0.6941,1
34,90370,0.2754,43,4,0,0.3969,0
21,55447,0.1624,90,4,0,0.1942,0
35,96385,0.4414,86,6,0,0.4647,1
29,187026,0.7173,60,8,0,0.4874,0
25,32099,0.3524,111,4,0,0.2408,0
46,43660,0.1625,64,5,0,0.3775,0
54,61815,0.4467,23,5,0,0.4892,0
54,49892,0.5882,110,4,1,0.4222,0
30,103673,0.2769,22,3,0,0.2142,0
46,48326,0.2928,12,4,0,0.5497,1
21,50787,0.3091,63,3,0,0.0682,0
53,34225,0.2391,164,3,0,0.1805,0
33,190961,0.4329,77,4,0,0.7149,0
44,87282,0.4877,58,4,1,0.4357,0
27,76655,0.1786,103,0,0,0.5748,0
49,122884,0.1118,51,5,1,0.4615,0
39,39357,0.3196,117,8,1,0.4708,0
48,51375,0.2186,112,4,1,0.2636,1
21,80482,0.0511,129,1,0,0.2718,0
31,45115,0.2933,20,1,0,0.4523,1
28,50281,0.5293,23,1,1,0.551,1
49,160346,0.1585,92,2,0,0.264,0
41,94857,0.4826,75,3,0,0.3238,0
44,187820,0.3005,156,4,0,0.142,0
38,59223,0.2349,55,4,1,0.3332,0
39,134006,0.0874,132,1,3,0.4046,0
38,55623,0.3256,65,4,0,0.4863,0
31,68443,0.4977,113,6,1,0.6751,1
23,73034,0.2495,53,6,0,0.1579,0
41,38750,0.2849,60,3,0,0.077,0
21,76926,0.1828,89,2,2,0.2835,0
43,109649,0.6212,84,4,0,0.3058,0
31,100274,0.6615,0,3,2,0.142,1
30,35131,0.3016,36,4,0,0.637,0
30,62108,0.4391,84,2,1,0.2218,1
69,46953,0.3897,119,5,0,0.2186,0
57,79404,0.6374,52,7,0,0.2732,0
40,88550,0.1613,182,2,1,0.229,0
21,191875,0.4144,81,1,0,0.4116,0
34,60681,0.228,115,5,0,0.3222,0
47,40605,0.5485,113,3,0,0.1422,0
45,72532,0.4201,108,8,0,0.4324,0
38,36620,0.2293,1,4,0,0.4478,0
43,69474,0.204,61,2,3,0.2705,1
40,34477,0.905,77,8,0,0.2068,1
51,119926,0.4732,110,5,1,0.8307,0
33,178387,0.4756,71,6,0,0.2398,0
34,129769,0.7634,8,2,0,0.509,0
34,33394,0.4599,106,6,2,0.1226,0
41,44010,0.314,5,2,1,0.2382,0
35,70875,0.1383,159,6,0,0.1557,0
47,155406,0.1535,55,5,0,0.5452,0
37,55971,0.0817,0,4,0,0.1153,0
47,51200,0.6498,54,3,0,0.2243,1
54,79425,0.1483,62,4,0,0.098,0
58,64082,0.1619,2,5,0,0.1285,0
29,117609,0.0581,11,4,0,0.6171,0
40,67069,0.3221,13,3,1,0.0923,1
52,80647,0.3452,61,3,0,0.3169,0
42,121288,0.5032,0,5,0,0.584,0
32,57878,0.3618,51,7,0,0.1654,0
24,43657,0.5684,80,6,1,0.4366,1
26,94299,0.264,101,4,1,0.3539,0
33,93886,0.4006,96,4,1,0.2629,0
46,43628,0.1412,112,0,0,0.0799,0
35,71119,0.4062,123,3,0,0.117,0
35,72611,0.3641,41,4,0,0.4009,0
37,82659,0.4501,116,7,1,0.6664,1
56,48520,0.2325,122,2,0,0.4697,0
51,168590,0.3006,31,7,1,0.1655,0
46,30000,0.1826,87,7,0,0.2009,1
40,47826,0.0314,106,5,1,0.3268,1
22,51751,0.4932,107,3,0,0.1177,1
58,59263,0.2469,72,4,0,0.1458,0
43,101051,0.2367,32,2,0,0.1174,0
35,88466,0.4019,108,4,0,0.3372,0
45,201121,0.6907,57,6,0,0.3234,0
56,48790,0.3784,71,4,0,0.6032,0
25,78544,0.5343,23,4,1,0.1877,0
30,98024,0.5925,80,5,2,0.1851,0
31,90300,0.764,113,4,0,0.3923,1
47,69756,0.2579,43,6,0,0.0394,1
50,90921,0.0737,128,4,0,0.7825,0
33,30000,0.2165,109,2,0,0.3261,1
41,57795,0.3188,77,3,0,0.203,0
53,42927,0.3263,86,4,0,0.3297,0
37,67260,0.2873,71,5,1,0.356,0
45,118353,0.3084,42,5,0,0.4787,0
53,107579,0.0638,67,3,0,0.2786,0
37,35331,0.1127,41,3,1,0.1605,1
21,75895,0.4439,57,3,0,0.0536,1
38,71950,0.1721,13,4,0,0.4247,0
31,108624,0.5616,80,3,0,0.1227,0
47,124844,0.3898,67,3,0,0.2326,1
56,161183,0.2384,120,5,1,0.4665,0
34,219977,0.3913,100,2,2,0.4038,0
52,208320,0.5156,107,4,1,0.4203,0
37,58514,0.6164,77,6,0,0.0966,1
37,63344,0.2115,81,3,1,0.1948,0
33,36256,0.4162,55,7,0,0.5469,1
55,115927,0.1289,85,3,2,0.5687,0
21,63397,0.4642,39,1,0,0.4183,1
46,34057,0.333,19,2,1,0.4826,1
51,37581,0.304,101,1,1,0.3796,1
30,32602,0.4189,75,2,1,0.2015,0
27,55103,0.203,80,2,0,0.326,0
42,94941,0.4111,84,5,0,0.208,0
26,71787,0.3792,73,6,1,0.0675,1
51,61134,0.4727,108,4,0,0.1358,1
33,68231,0.6877,58,4,0,0.3733,1
37,106769,0.3819,79,3,0,0.2545,0
36,87164,0.437,136,1,0,0.1802,0
32,72923,0.5993,113,9,0,0.1805,0
47,53620,0.1428,111,5,0,0.606,0
21,36447,0.4572,51,3,0,0.7275,0
24,106507,0.2299,38,3,1,0.1371,0
34,103629,0.1783,26,8,0,0.5022,0
54,93155,0.2969,87,5,0,0.4984,1
52,30000,0.2386,82,4,1,0.4169,1
21,64496,0.5373,137,6,2,0.5005,1
36,81708,0.3123,147,4,1,0.0567,0
52,142328,0.5048,125,1,0,0.4392,0
34,34146,0.1337,69,5,1,0.0955,1
38,152825,0.1933,16,2,0,0.2572,0
35,32521,0.7876,32,3,1,0.1906,0
28,66110,0.5325,86,3,2,0.7199,1
35,64742,0.4401,94,5,1,0.181,0
36,126691,0.3015,43,3,1,0.0919,0
21,53667,0.3858,112,4,1,0.2974,1
40,147371,0.216,149,4,1,0.3291,0
44,30000,0.6396,71,2,0,0.3864,1
38,60184,0.3676,73,3,1,0.2644,0
37,95839,0.2467,148,6,0,0.2864,0
37,86575,0.317,85,4,1,0.0736,0
21,59262,0.039,107,2,0,0.3652,0
46,160450,0.1077,34,2,0,0.1535,0
47,41757,0.4076,16,3,0,0.395,0
26,83720,0.295,57,4,0,0.1824,0
33,60473,0.5528,118,6,0,0.504,0
35,66389,0.7619,79,3,0,0.5636,0
44,97419,0.5269,82,3,0,0.4473,0
36,105521,0.1786,156,4,0,0.2942,0
24,96617,0.3169,84,4,2,0.5079,0
29,35284,0.3353,92,3,1,0.2616,1
50,120199,0.428,153,4,0,0.4187,0
42,74015,0.0726,75,5,1,0.6005,1
32,67416,0.7471,108,4,1,0.344,0
21,185210,0.2936,134,2,0,0.4071,0
30,34894,0.1849,98,2,0,0.3212,1
47,106309,0.1431,21,7,0,0.4351,1
60,30000,0.3928,90,3,1,0.4409,0
34,37748,0.1719,107,6,0,0.6434,0
33,247362,0.4112,90,4,0,0.0919,0
61,60155,0.3932,108,5,1,0.1428,1
21,81667,0.3157,22,7,0,0.2498,0
25,56601,0.2185,200,3,0,0.6911,0
37,121104,0.4605,146,3,0,0.5419,0
26,68830,0.3358,49,5,1,0.2804,1
40,105223,0.1769,113,5,0,0.0966,0
39,62213,0.346,108,5,0,0.1877,0
41,120935,0.2518,118,3,3,0.2938,0
22,50619,0.5592,59,6,0,0.2795,0
41,59954,0.5476,100,6,0,0.4388,1
42,76497,0.3838,51,4,1,0.0989,1
35,74200,0.0963,67,3,0,0.6214,0
36,89711,0.1125,55,2,0,0.0682,1
41,66325,0.4827,153,3,2,0.3005,1
37,37829,0.611,81,4,1,0.4401,1
30,124655,0.1219,105,3,0,0.1565,0
45,81043,0.7567,148,4,1,0.5882,0
21,56925,0.4596,153,2,1,0.0826,0
50,101267,0.4682,143,4,1,0.3615,0
36,99255,0.4783,96,6,0,0.5805,0
43,70668,0.1482,62,3,0,0.1656,0
26,72294,0.557,55,7,1,0.5035,1
45,49062,0.3573,129,6,0,0.2341,1
37,30000,0.3642,118,2,1,0.1131,0
54,53837,0.6137,169,3,1,0.3971,1
38,56330,0.282,93,1,0,0.6255,0
35,76852,0.5164,67,3,0,0.0286,0
49,83645,0.2493,57,6,0,0.5775,0
23,72187,0.286,92,2,0,0.1433,1
50,122666,0.2339,81,5,1,0.0469,0
36,151435,0.1807,95,0,0,0.2377,0
32,30000,0.1489,126,5,0,0.3292,0
28,37441,0.2862,100,2,1,0.1569,1
27,111550,0.3249,51,8,0,0.6373,0
33,97381,0.0613,131,3,0,0.4315,0
23,65583,0.3362,35,3,0,0.3644,1
42,76824,0.1911,23,6,1,0.3741,0
26,184623,0.2395,66,5,1,0.2536,0
34,30000,0.4242,127,5,0,0.4441,0
45,53901,0.1804,128,2,0,0.3871,0
33,117494,0.3595,129,3,0,0.2287,0
49,131625,0.0526,71,4,0,0.1559,0
35,73866,0.0929,75,3,0,0.1144,0
34,94372,0.5822,41,4,0,0.446,1
30,67065,0.0966,149,4,0,0.6546,0
21,136713,0.5464,93,4,0,0.0784,0
21,119412,0.4072,74,4,0,0.2234,0
23,62503,0.4951,71,2,0,0.0377,1
51,106336,0.0472,117,3,0,0.6729,0
47,55204,0.4683,18,4,0,0.6153,0
21,49265,0.1677,101,1,0,0.4095,0
33,125715,0.3381,70,2,0,0.4174,0
47,77364,0.2026,82,4,0,0.2517,0
48,78776,0.5088,34,7,1,0.2225,0
21,92817,0.329,64,3,2,0.1795,0
39,68755,0.1885,37,8,1,0.4673,1
35,56303,0.8672,103,7,0,0.6753,0
69,104236,0.2139,73,4,2,0.1817,0
44,48208,0.1473,60,4,1,0.5402,0
52,79635,0.0276,93,3,1,0.3858,0
44,75913,0.8478,54,6,1,0.1104,0
21,55829,0.6001,81,4,0,0.4395,0
59,77018,0.2669,106,6,0,0.0986,0
35,141098,0.7502,33,3,0,0.528,0
56,76926,0.2264,48,2,1,0.1905,0
39,40823,0.7332,139,5,0,0.245,0
37,66625,0.1469,91,1,0,0.3318,0
34,102717,0.2945,96,4,0,0.5037,0
41,52617,0.4255,72,4,1,0.1309,1
24,67759,0.3958,118,3,1,0.4397,1
21,184684,0.1418,54,3,1,0.0532,0
23,86243,0.148,56,3,0,0.5109,0
39,86765,0.0453,49,3,1,0.4537,0
21,40332,0.4192,138,2,0,0.3853,0
26,39802,0.2529,70,1,1,0.3866,1
44,58304,0.5419,60,2,0,0.074,0
21,75554,0.0311,105,5,1,0.3556,0
50,52241,0.423,109,0,0,0.1468,0
25,45395,0.6588,100,8,0,0.4785,1
57,94707,0.4711,52,6,0,0.3709,0
50,116236,0.6411,81,5,1,0.3143,0
27,56461,0.3711,99,4,0,0.0904,1
43,30000,0.8412,104,7,0,0.1782,0
44,206442,0.5858,127,4,0,0.1623,0
39,61932,0.0824,49,5,0,0.1202,0
21,122394,0.33,42,7,0,0.134,0
66,56395,0.9459,136,6,0,0.3615,1
37,66400,0.1151,44,8,0,0.4325,0
50,89614,0.1135,162,3,1,0.3592,0
34,39474,0.3299,133,7,0,0.1266,0
37,142337,0.7451,29,5,0,0.2102,0
34,49213,0.7621,137,6,0,0.4407,1
47,117503,0.1974,104,2,0,0.1883,0
32,82263,0.4004,122,3,2,0.4993,1
41,75644,0.1952,99,5,0,0.182,0
33,72616,0.2115,66,1,1,0.2486,0
23,88082,0.3738,0,4,0,0.5037,1
47,61362,0.1915,151,3,0,0.5185,0
61,74291,0.2401,72,5,1,0.215,0
35,32349,0.5176,83,1,3,0.3258,1
35,33286,0.0342,86,2,1,0.1481,1
35,32513,0.3981,121,7,0,0.353,1
39,241057,0.178,6,3,0,0.3462,0
25,63336,0.0848,67,3,1,0.4491,1
50,52439,0.2155,129,4,0,0.105,0
54,95212,0.1613,101,6,0,0.3178,0
35,64453,0.4288,52,0,0,0.2585,0
37,47829,0.2697,104,2,0,0.5004,0
52,48902,0.491,33,5,0,0.2177,0
49,91576,0.1438,158,4,0,0.5169,0
21,35949,0.3339,58,5,1,0.2915,1
32,77263,0.1948,58,4,0,0.2975,0
21,68683,0.372,85,1,1,0.0877,1
40,91851,0.433,57,2,0,0.0469,0
37,80821,0.291,41,2,0,0.0955,0
30,57369,0.3715,66,6,1,0.0724,0
47,45107,0.591,50,1,0,0.4083,1
36,41073,0.2632,112,4,0,0.5323,0
33,124786,0.1501,61,1,1,0.2649,0
34,115753,0.4924,54,4,0,0.2526,0
21,48324,0.2658,121,4,0,0.6043,0
51,130315,0.1774,93,1,0,0.1839,0
46,93895,0.2393,47,7,0,0.5566,0
38,41816,0.2419,100,4,0,0.2668,0
37,64198,0.3346,120,2,0,0.2574,1
49,134223,0.1169,80,2,1,0.0991,0
30,45492,0.2204,12,3,2,0.2874,0
48,130095,0.1311,106,1,1,0.318,0
49,82655,0.3089,70,5,0,0.6278,0
31,85901,0.3958,154,2,0,0.4767,0
40,60697,0.2681,16,9,1,0.3216,1
27,86249,0.4371,68,5,0,0.2977,0
52,48870,0.2707,112,3,0,0.125,0
43,42815,0.1875,77,2,0,0.138,0
28,97356,0.0724,77,9,0,0.2632,0
32,98558,0.1481,60,2,0,0.5358,0
52,69543,0.487,116,7,0,0.3262,0
57,132872,0.2978,96,1,0,0.3025,0
29,47861,0.2351,94,2,0,0.4685,1
43,41721,0.4595,62,4,0,0.1771,1
26,95135,0.2927,159,2,0,0.6529,0
42,68078,0.4831,72,1,0,0.506,1
45,61296,0.534,13,2,1,0.4555,0
21,57704,0.1497,87,4,0,0.1797,0
42,90030,0.4216,102,2,0,0.2027,0
39,51026,0.3413,131,5,2,0.5337,0
30,100727,0.4942,130,1,0,0.4908,0
36,48461,0.2986,118,5,0,0.573,0
59,47288,0.0333,74,4,0,0.3654,0
31,172488,0.39,47,6,1,0.7689,0
26,30000,0.3603,144,3,0,0.3146,1
63,48818,0.3429,69,1,0,0.2051,0
32,65024,0.2776,103,2,1,0.3377,0
43,36807,0.0891,115,2,1,0.0826,0
59,78491,0.3576,2,7,0,0.3926,1
39,52797,0.5668,84,3,0,0.519,0
46,50724,0.6112,93,2,0,0.423,1
51,51083,0.5578,65,4,1,0.6002,1
33,48253,0.4249,81,0,0,0.4338,0
42,81700,0.4156,87,1,1,0.2215,1
21,45467,0.3544,80,1,0,0.1645,0
32,61645,0.1311,56,3,0,0.4828,1
62,106570,0.2494,138,5,0,0.3697,0
24,104547,0.6391,125,2,0,0.1746,0
38,45434,0.3632,143,3,0,0.2838,0
60,41459,0.2891,110,5,0,0.4729,0
41,71969,0.8161,120,5,1,0.2575,1
41,108317,0.1085,69,9,0,0.3869,0
43,83597,0.3697,53,9,1,0.1758,0
24,187925,0.256,127,3,1,0.2553,0
54,64723,0.3291,70,3,0,0.4115,0
46,109832,0.6994,131,8,1,0.079,0
39,74886,0.5558,115,3,0,0.4172,0
30,63294,0.4468,80,5,0,0.2052,0
37,85841,0.4884,80,2,0,0.2615,0
21,112769,0.1895,34,1,0,0.9083,1
23,64495,0.356,63,4,1,0.1422,0
42,45295,0.3172,24,7,0,0.2842,1
43,183279,0.558,58,2,1,0.1968,0
49,34955,0.298,7,7,0,0.3031,0
33,46646,0.158,33,2,1,0.3443,1
45,47807,0.0666,137,4,1,0.2828,0
21,100190,0.1231,60,3,0,0.3947,0
42,371662,0.1957,101,1,0,0.2857,0
55,92390,0.1573,141,4,0,0.0548,0
48,45191,0.2002,93,2,0,0.3759,0
40,49474,0.3033,134,3,0,0.245,0
25,30000,0.4113,93,6,0,0.358,1
38,82542,0.511,113,1,0,0.0442,0
47,61508,0.2175,98,8,0,0.3471,1
51,63069,0.1692,169,5,0,0.1963,0
37,55135,0.1915,44,3,0,0.4752,0
34,36663,0.0677,62,1,0,0.6288,0
34,52917,0.5448,103,5,0,0.3541,0
35,73276,0.5585,119,4,1,0.1777,0
35,75522,0.3629,86,4,1,0.1661,0
51,32373,0.3136,91,3,1,0.1378,0
43,77252,0.6033,77,1,1,0.6065,0
48,84572,0.4566,16,2,0,0.4432,0
36,65431,0.361,126,4,0,0.1328,0
57,81451,0.7343,88,5,0,0.4658,0
42,94552,0.1468,64,4,2,0.3286,0
51,103387,0.2876,126,7,0,0.4363,0
39,50329,0.1842,86,4,0,0.1184,1
26,44480,0.2132,58,2,0,0.38,1
37,131180,0.4671,87,10,0,0.0597,0
38,94051,0.4605,98,5,3,0.5092,1
25,73662,0.1589,88,4,0,0.69,0
58,38993,0.1656,82,3,0,0.262,0
49,104219,0.2018,22,5,1,0.6107,0
30,132915,0.0533,0,3,0,0.5987,0
36,39612,0.1616,100,5,2,0.7125,1
63,30970,0.3822,41,2,0,0.1157,1
38,65980,0.2759,0,2,1,0.2785,0
30,84345,0.2924,54,5,0,0.2669,1
59,79846,0.8873,117,6,1,0.6568,0
43,129212,0.189,107,3,0,0.1977,0
21,86766,0.2402,45,6,1,0.0284,0
35,63183,0.0172,88,4,0,0.4535,0
40,44277,0.2325,126,4,0,0.4725,1
32,48709,0.1281,101,4,0,0.1583,0
50,77654,0.2245,59,0,1,0.3942,1
33,98789,0.2017,4,3,2,0.4413,0
56,39227,0.5476,48,9,2,0.4135,1
21,49057,0.2234,71,5,1,0.4683,0
45,65548,0.4712,59,4,0,0.5971,0
23,36542,0.4645,99,2,1,0.1407,1
39,42851,0.3727,139,7,0,0.3532,0
21,49437,0.3931,75,4,0,0.4122,0
40,83816,0.0191,68,4,0,0.3296,0
58,34041,0.317,42,4,0,0.4776,0
37,93479,0.1378,40,6,0,0.3394,0
61,59936,0.4547,114,11,2,0.4663,1
48,54079,0.2623,36,4,0,0.2062,0
39,64542,0.8564,34,6,1,0.0506,1
34,74262,0.5778,90,3,1,0.059,0
39,89467,0.3445,139,5,0,0.4441,1
56,128298,0.2815,36,1,1,0.3367,0
21,121384,0.3153,87,8,2,0.6736,1
34,66800,0.4901,106,4,0,0.5603,0
32,51003,0.8307,85,5,0,0.0982,1
40,59725,0.2696,120,6,1,0.1991,0
40,254576,0.4798,85,4,0,0.2122,0
33,135082,0.3736,103,3,1,0.0495,0
